Date,Open,High,Low,Close,Volume,Trend
281015,733.00,737.37,727.27,736.92,1964310
271015,726.57,735.96,724.14,732.82,1923970
261015,720.02,734.95,720.02,731.12,2402045
231015,750.06,752.50,717.94,719.33,6307414
221015,675.44,688.05,671.70,681.14,4132551
211015,683.21,684.90,670.70,671.80,1597571
201015,697.89,698.00,673.68,680.00,2613344
191015,694.00,700.24,692.21,699.95,1494286
161015,695.40,696.22,689.10,695.32,1810998
151015,685.25,694.16,684.39,693.02,2343459
141015,683.73,690.04,678.90,680.41,1562196
131015,674.26,688.46,673.11,683.17,2096308
121015,669.19,677.98,667.24,676.43,1330987
91015,667.49,674.08,662.36,671.24,1597534
81015,669.45,671.89,654.49,667.00,1961858
71015,677.40,678.74,658.11,670.00,2186605
61015,669.35,678.80,663.08,671.64,2138738
51015,661.60,673.03,655.87,671.68,1873783
21015,638.01,658.26,633.50,656.99,2439435
11015,637.94,643.84,631.12,642.00,2125315
300915,631.83,639.31,629.15,638.37,2647655
290915,625.50,634.68,618.03,622.61,2106466
280915,639.05,642.85,617.84,624.25,2382300
250915,658.58,658.58,639.66,640.15,2423992
240915,648.97,656.77,642.16,654.91,1934639
230915,652.90,660.28,650.73,653.29,1457995
220915,657.47,658.82,645.03,653.20,2718081
210915,665.51,669.00,658.00,666.98,1954667
180915,665.06,669.84,660.03,660.92,3627210
170915,667.49,681.99,665.00,671.67,2387605
160915,665.55,668.07,662.20,665.52,1312598
150915,656.71,668.85,653.34,665.07,1777320
140915,655.63,655.92,649.50,652.47,1497627
110915,650.21,655.31,647.41,655.30,1744615
100915,643.90,654.90,641.70,651.08,1384602
90915,651.88,657.36,640.90,643.41,2048908
80915,641.00,645.04,632.90,643.88,1954648
40915,629.70,634.50,626.50,628.96,2024990
30915,647.93,651.25,633.81,637.05,1728562
20915,638.00,645.06,630.64,644.91,1881489
10915,633.81,644.44,625.06,629.56,2572884
310815,654.34,664.41,646.35,647.82,1946844
280815,665.76,667.00,653.75,659.69,1941833
270815,671.99,673.98,651.10,667.96,2948736
260815,643.10,662.48,630.37,659.74,4386985
250815,646.47,647.00,611.67,612.47,3571469
240815,600.60,644.33,593.09,618.11,6489430
210815,671.04,672.89,643.10,644.03,4593970
200815,689.10,696.16,675.28,679.48,2889877
190815,690.11,700.20,686.80,694.04,2509697
180815,691.07,695.76,685.32,688.73,1385544
170815,688.04,694.74,683.06,694.11,1233951
140815,684.04,692.26,682.90,689.37,1379855
130815,689.20,694.03,682.18,686.51,1817748
120815,694.49,696.00,680.51,691.47,2932328
110815,699.58,704.00,684.32,690.30,5494011
100815,667.09,671.62,660.23,663.14,1722915
70815,667.78,668.80,658.87,664.39,1377152
60815,673.99,674.75,660.73,670.15,2032984
50815,665.75,679.91,665.58,673.29,1822387
40815,664.34,668.00,660.51,661.28,1309410
30815,657.66,666.67,657.66,664.72,1567407
310715,664.70,665.00,657.20,657.50,1746094
300715,657.44,668.05,651.69,664.56,1980345
290715,662.26,663.33,652.84,661.43,1837805
280715,661.76,664.10,653.41,659.66,1718193
270715,651.57,667.07,651.55,658.27,2919110
240715,676.77,677.79,653.18,654.77,4131137
230715,691.85,696.07,671.59,674.73,3811598
220715,694.02,713.33,691.62,695.10,4154987
210715,684.88,705.60,684.15,695.35,3780230
200715,688.98,697.80,681.77,692.84,5121752
170715,680.00,703.00,678.00,699.62,12858136
160715,589.50,604.50,587.92,601.78,5632054
150715,583.74,588.69,580.21,583.96,2073330
140715,574.50,589.71,574.17,584.18,3741583
130715,559.51,572.85,558.70,571.73,2089641
100715,553.71,559.29,552.00,556.11,2171750
90715,548.65,548.88,544.62,544.65,1488324
80715,545.60,548.28,541.20,541.70,1383065
70715,547.43,551.00,539.85,550.03,1679759
60715,542.25,548.58,542.10,545.62,1280687
20715,544.74,548.00,543.57,547.34,1406213
10715,543.66,545.81,539.76,543.30,1537973
300615,545.09,545.90,539.54,540.04,1725464
290615,546.75,550.90,540.24,541.25,1887816
260615,559.71,560.00,551.85,553.06,2183753
250615,560.30,563.14,557.46,557.95,1335270
240615,562.48,562.64,556.81,558.57,1446156
230615,559.79,564.90,557.15,563.39,1569808
220615,559.41,565.61,558.91,559.68,1737569
190615,556.52,557.91,552.26,557.52,2964489
180615,548.00,557.25,548.00,556.18,2059603
170615,545.42,548.36,541.81,546.60,1222049
160615,544.48,546.69,541.57,544.87,1626349
150615,542.73,544.05,539.21,543.00,1357481
120615,547.15,548.85,545.63,547.47,1273383
110615,554.49,554.83,549.17,550.04,1293560
100615,545.70,554.78,545.11,552.60,1515805
90615,543.42,544.84,538.85,542.16,1500846
80615,549.61,549.87,542.95,543.48,1366816
50615,552.00,553.33,547.38,549.53,1219841
40615,552.18,555.96,549.12,551.69,1343317
30615,555.10,557.99,552.15,555.29,1335479
20615,547.43,558.79,546.55,553.95,1592828
10615,548.73,550.57,543.58,549.21,1660500
290515,553.20,553.94,545.04,545.32,2172282
280515,553.79,555.76,550.80,554.18,1177318
270515,548.68,555.29,546.58,554.25,1742237
260515,552.58,553.33,542.97,547.19,1873709
220515,554.46,558.24,553.62,554.52,1213288
210515,550.20,557.61,549.30,556.81,1708512
200515,550.92,556.06,545.10,552.51,1541962
190515,548.00,553.40,547.12,549.28,2356274
180515,543.82,548.34,542.25,546.67,1335256
150515,550.39,550.60,542.50,546.49,1671977
140515,543.97,549.69,542.50,549.20,1586833
130515,540.47,543.84,538.98,539.49,1211920
120515,542.81,542.96,535.00,538.73,1764123
110515,548.49,553.37,545.60,545.78,1092923
80515,548.87,552.80,548.03,548.95,1411264
70515,535.90,545.20,533.45,542.04,1592220
60515,542.64,543.93,532.24,535.08,1951728
50515,550.16,552.61,542.37,543.04,1426417
40515,550.99,556.69,547.39,552.84,1762952
10515,550.51,551.22,543.85,551.16,1828566
300415,558.56,561.11,546.72,548.77,2362024
290415,560.51,565.84,559.00,561.39,1681064
280415,564.32,567.83,560.96,564.37,1859787
270415,572.77,575.52,562.30,566.12,2403105
240415,580.05,584.70,568.35,573.66,4608403
230415,550.41,561.17,550.08,557.46,3909155
220415,543.06,551.00,541.32,549.18,1590320
210415,546.31,547.77,542.21,542.92,1456387
200415,533.75,545.80,533.35,544.53,1926064
170415,537.31,539.80,529.00,532.74,2461698
160415,538.35,545.23,538.10,543.52,1586088
150415,537.96,543.19,532.37,541.04,2348087
140415,546.57,546.57,535.74,539.78,2360329
130415,547.05,553.27,546.30,548.64,1466277
100415,549.57,549.85,544.98,548.54,1305219
90415,549.21,549.37,541.95,548.02,1618299
80415,546.00,551.50,546.00,548.84,1419316
70415,544.99,550.16,543.58,544.86,1365916
60415,538.84,545.54,535.70,543.95,1685894
20415,547.41,548.00,540.44,541.31,2388019
10415,554.83,558.50,546.03,549.49,1945090
310315,557.94,562.45,554.67,554.70,1746622
300315,560.25,562.16,556.79,561.14,1239350
270315,561.83,564.07,556.93,557.55,1727629
260315,564.65,567.19,558.31,563.64,2492141
250315,577.57,580.07,567.00,567.00,2653451
240315,568.54,581.88,568.09,577.54,3957844
230315,566.00,569.64,563.06,565.37,1511686
200315,566.71,567.10,564.48,564.95,2216038
190315,564.52,566.96,562.12,563.67,1232969
180315,557.73,566.51,553.50,566.16,1766221
170315,558.29,560.64,554.41,557.61,1444560
160315,556.93,563.75,551.32,561.64,1842754
130315,559.23,564.36,550.33,553.00,1771354
120315,558.48,561.84,555.53,561.17,1780057
110315,559.80,564.18,555.41,555.69,2026158
100315,568.48,569.76,559.82,559.85,2004024
90315,570.92,575.45,569.05,574.10,1174244
60315,582.00,582.78,572.06,572.90,1879619
50315,579.62,583.20,578.23,581.44,1795889
40315,576.97,581.63,572.52,578.33,1898150
30315,576.35,580.85,570.50,578.80,2526280
20315,567.00,575.99,563.15,575.02,2520304
270215,558.15,569.42,557.03,562.63,3416445
260215,545.74,560.13,545.09,559.29,2701584
250215,538.44,549.57,538.01,547.33,2041827
240215,531.55,539.40,531.00,538.65,1421373
230215,539.00,539.30,532.00,535.00,1645276
200215,547.58,547.58,538.10,541.80,1911732
190215,542.47,546.86,540.75,546.45,1541669
180215,543.82,547.55,539.55,542.65,1558153
170215,551.16,553.00,543.26,545.01,1958679
130215,547.51,552.54,546.60,551.16,2369115
120215,539.66,548.34,537.00,546.01,2429520
110215,539.73,541.95,536.00,538.00,1915336
100215,532.15,541.00,529.17,540.16,2371468
90215,531.06,533.88,527.55,529.28,1515687
